,Unnamed: 0_x,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board
271,496,navient,"$5,610.0",8.3%,$395.0,35.3%,"$104,176.0","$2,828.9",18,"6,500",-,John F. Remondi,"President, Chief Executive Officer &amp; Director",Financials,Diversified Financials,"Wilmington, Del.",,3,"6,500","$5,610.0",8.3%,$395.0,35.3%,"$104,176.0",-,"$3,519.0",-,7.0%,0.4%,11.2%,1.49,43.3%,-,-,-30.2%,-,-,202,4778,Financials,13,63.0,0.92,1.0,265512,0.54
272,497,westernunion,"$5,589.9",1.2%,$851.9,-,"$8,996.8","$8,050.9",-4,"12,000",-4,Hikmet Ersek,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"Denver, Colo.",,13,"12,000","$5,589.9",1.2%,$851.9,-,"$8,996.8",-,$-309.8,-,15.2%,9.5%,-,1.87,-,5.5%,4.2%,-6.6%,3.2%,4.4%,357,9726,Information Technology,11,64.0,0.91,5.0,226500,0.27
273,512,crowncastleinternational,"$5,423.0",24.5%,$671.0,50.9%,"$32,785.0","$53,192.8",60,"5,000",-,Jay A. Brown,"President, Chief Executive Officer &amp; Director",Financials,Real estate,"Houston, Texas",,-,"5,000","$5,423.0",24.5%,$671.0,50.9%,"$32,785.0",-,"$12,034.0",-,12.4%,2.0%,4.6%,1.34,32.7%,38.8%,-,1.7%,12.1%,22.2%,486,28524,Financials,12,-1.0,0.75,-1.0,79375,0.08
274,514,cincinnatifinancial,"$5,407.5",-5.7%,$287.1,-72.5%,"$21,934.8","$14,012.7",-31,"4,999",-,Steven J. Johnston,"President, Chief Executive Officer &amp; Director",Financials,,"Fairfield, Ohio",,-,"4,999","$5,407.5",-5.7%,$287.1,-72.5%,"$21,934.8",-,"$7,833.1",-,5.3%,1.3%,3.7%,1.75,-72.2%,-10.9%,-4.0%,6.3%,11.8%,15.0%,450,9868,Financials,15,60.0,0.67,11.0,186585,0.13
275,519,cerner,"$5,366.3",4.4%,$630.1,-27.3%,"$6,708.6","$18,556.7",-1,"29,200",-,D. Brent Shafer,Chairman &amp; Chief Executive Officer,Health Care,,"North Kansas City, Mo.",,-,"29,200","$5,366.3",4.4%,$630.1,-27.3%,"$6,708.6",-,"$4,928.4",-,11.7%,9.4%,12.8%,1.89,-26.5%,10.8%,12.8%,-22.2%,-1.2%,18.5%,84,22874,Health Care,9,67.0,0.67,10.0,317228,0.11
276,523,huntingtonbancshares,"$5,270.0",11.2%,"$1,393.0",17.5%,"$108,781.0","$13,326.1",20,"15,693",-,Stephen D. Steinour,"Chairman, President &amp; Chief Executive Officer",Financials,Commercial Banks,"Columbus, Ohio",,-,"15,693","$5,270.0",11.2%,"$1,393.0",17.5%,"$108,781.0",-,"$11,102.0",-,26.4%,1.3%,12.5%,1.2,20.0%,10.8%,-,-15.5%,7.0%,6.9%,420,8739,Financials,11,60.0,0.82,6.0,206992,0.18
277,527,xylem,"$5,207.0",10.6%,$549.0,65.9%,"$7,222.0","$14,191.8",19,"17,000",-,Patrick K. Decker,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Rye Brook, N.Y.",,-,"17,000","$5,207.0",10.6%,$549.0,65.9%,"$7,222.0",-,"$2,768.0",-,10.5%,7.6%,19.8%,3.03,65.6%,20.0%,-,-1.0%,15.6%,-,358,6530,Industrials,11,64.0,0.82,4.0,225986,0.09
278,528,underarmour,"$5,193.2",4.4%,$-46.3,-,"$4,245.0","$8,935.8",-2,"11,000",-,Kevin A. Plank,Chairman &amp; Chief Executive Officer,Apparel,Apparel,"Baltimore, Md.",,-,"11,000","$5,193.2",4.4%,$-46.3,-,"$4,245.0",-,"$2,016.9",-,-0.9%,-1.1%,-2.3%,-0.1,-,-,-,22.5%,-4.1%,19.5%,481,20505,Consumer Discretionary,10,59.5,0.7,10.0,137500,0.1
279,529,ropertechnologies,"$5,191.2",12.7%,$944.4,-2.8%,"$15,249.5","$35,430.8",22,"15,611",-,L. Neil Hunn,"President, Chief Executive Officer &amp; Director",Technology,"Scientific,Photographic and Control Equipment","Sarasota, Fla.",,-,"15,611","$5,191.2",12.7%,$944.4,-2.8%,"$15,249.5",-,"$7,738.5",-,18.2%,6.2%,12.2%,9.05,-3.6%,11.0%,11.5%,3.5%,14.7%,20.6%,5,18759,Industrials,10,66.5,0.9,11.5,621260,0.2
280,532,electronicarts,"$5,150.0",6.3%,"$1,043.0",7.9%,"$8,584.0","$30,447.9",4,"9,300",-,Andrew Wilson,Chief Executive Officer &amp; Director,Media,Entertainment,"Redwood City, Calif.",,-,"9,300","$5,150.0",6.3%,"$1,043.0",7.9%,"$8,584.0",-,"$4,595.0",-,20.3%,12.2%,22.7%,3.34,8.4%,60.9%,-,-24.9%,28.0%,17.3%,54,22467,Information Technology,9,54.0,0.78,6.0,336869,0.11
281,534,nisource,"$5,114.5",4.9%,$-50.6,-139.4%,"$21,804.0","$10,675.7",-,"8,087",-,Joseph J. Hamrock,"President, Chief Executive Officer &amp; Director",Energy,,"Merrillville, Ind.",,-,"8,087","$5,114.5",4.9%,$-50.6,-139.4%,"$21,804.0",-,"$5,750.9",-,-1.0%,-0.2%,-0.9%,-0.18,-146.2%,-,-,1.9%,18.4%,24.6%,353,6090,Utilities,8,59.5,0.88,5.0,227238,0.25
282,538,equinix,"$5,071.7",16.1%,$365.4,56.8%,"$20,244.6","$37,933.0",32,"7,903",-,Charles J. Meyers,"President, Chief Executive Officer &amp; Director",Financials,Real estate,"Redwood City, Calif.",,-,"7,903","$5,071.7",16.1%,$365.4,56.8%,"$20,244.6",-,"$7,219.3",-,7.2%,1.8%,5.1%,4.56,52.0%,19.3%,3.3%,-20.5%,18.3%,22.7%,60,16995,Financials,8,58.5,0.75,8.0,334975,0.0
283,540,nobleenergy,"$4,986.0",17.2%,$-66.0,-,"$21,010.0","$11,959.0",42,"2,330",-,David L. Stover,Chairman &amp; Chief Executive Officer,Energy,"Mining, Crude-Oil Production","Houston, Texas",,-,"2,330","$4,986.0",17.2%,$-66.0,-,"$21,010.0",-,"$9,426.0",-,-1.3%,-0.3%,-0.7%,-0.14,-,-,-,-34.7%,-21.7%,-1.5%,111,15380,Energy,11,64.0,0.73,10.0,300039,0.09
284,543,fastenal,"$4,965.1",13.1%,$751.9,29.9%,"$3,321.5","$18,402.8",22,"21,644",-,Daniel L. Florness,"President, Chief Executive Officer &amp; Director",Wholesalers,,"Winona, Minn.",,-,"21,644","$4,965.1",13.1%,$751.9,29.9%,"$3,321.5",-,"$2,302.6",-,15.1%,22.6%,32.7%,1.31,30.3%,11.7%,10.8%,-1.7%,4.6%,14.3%,485,11344,Industrials,10,53.0,0.7,6.0,89000,0.2
285,545,eqt,"$4,946.7",46.4%,"$-2,244.6",-248.8%,"$20,721.3","$5,283.8",137,863,-,Robert J. McNally,"President, Chief Executive Officer &amp; Director",Energy,Energy,"Pittsburgh, Pa.",,-,863,"$4,946.7",46.4%,"$-2,244.6",-248.8%,"$20,721.3",-,"$10,958.2",-,-45.4%,-10.8%,-20.5%,-8.6,-207.0%,-,-,-38.4%,-17.0%,1.3%,221,10078,Energy,12,64.5,0.92,9.0,261414,0.25
286,546,agilenttechnologies,"$4,914.0",9.9%,$316.0,-53.8%,"$8,541.0","$25,521.9",11,"14,800",-,Michael R. McMullen,"President, Chief Executive Officer &amp; Director",Technology,"Scientific,Photographic and Control Equipment","Santa Clara, Calif.",,-,"14,800","$4,914.0",9.9%,$316.0,-53.8%,"$8,541.0",-,"$4,567.0",-,6.4%,3.7%,6.9%,0.97,-53.8%,-14.6%,-6.4%,1.6%,11.4%,20.4%,152,12513,Health Care,9,66.0,0.78,9.0,280000,0.11
287,550,chipotlemexicangrill,"$4,865.0",8.7%,$176.6,0.2%,"$2,265.5","$19,693.7",6,"73,000",-,Brian R. Niccol,Chief Executive Officer &amp; Director,"Hotels, Restaurants &amp; Leisure",Food Services,"Newport Beach, Calif.",,-,"73,000","$4,865.0",8.7%,$176.6,0.2%,"$2,265.5",-,"$1,441.3",-,3.6%,7.8%,12.2%,6.31,2.3%,-9.6%,10.3%,49.4%,-4.1%,21.4%,394,19967,Consumer Discretionary,9,60.0,0.67,16.0,216513,0.11
288,551,ametek,"$4,845.9",12.7%,$777.9,14.2%,"$8,662.3","$18,877.2",27,"18,200",-,David A. Zapico,Chairman &amp; Chief Executive Officer,Technology,"Scientific,Photographic and Control Equipment","Berwyn, Pa.",,-,"18,200","$4,845.9",12.7%,$777.9,14.2%,"$8,662.3",-,"$4,241.9",-,16.1%,9.0%,18.3%,3.34,13.6%,9.7%,12.6%,-5.9%,5.9%,18.3%,455,13275,Industrials,9,67.0,0.89,9.0,184936,0.33
289,554,sealedair,"$4,732.7",-22.8%,$193.1,-76.3%,"$5,050.2","$7,168.4",-99,"15,500",-,Edward L. Doheny II,"President, Chief Executive Officer &amp; Director",Materials,"Packaging, Containers","Charlotte, N.C.",,-,"15,500","$4,732.7",-22.8%,$193.1,-76.3%,"$5,050.2",-,$-348.6,-,4.1%,3.8%,-,1.2,-72.0%,15.7%,1.9%,-28.2%,1.8%,10.9%,422,10110,Materials,10,65.0,0.8,7.5,205023,0.1
290,555,fmc,"$4,731.6",37.5%,$502.1,-6.3%,"$9,974.3","$10,110.1",117,"7,300",-,Pierre R. Brondeau,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"Philadelphia, Pa.",,-,"7,300","$4,731.6",37.5%,$502.1,-6.3%,"$9,974.3",-,"$3,121.1",-,10.6%,5.0%,16.1%,3.69,-7.5%,11.3%,6.3%,-21.3%,0.7%,13.7%,407,5439,Materials,10,62.0,0.9,6.5,211601,0.1
291,557,welltower,"$4,700.5",8.9%,$805.0,54.0%,"$30,342.1","$31,011.4",19,384,-,Thomas J. DeRosa,Chief Executive Officer &amp; Director,Financials,Real estate,"Toledo, Ohio",,-,384,"$4,700.5",8.9%,$805.0,54.0%,"$30,342.1",-,"$14,632.3",-,17.1%,2.7%,5.5%,2.02,60.3%,48.5%,-3.2%,15.2%,10.8%,11.0%,462,22826,Financials,9,66.0,0.89,9.0,176501,0.22
292,561,junipernetworks,"$4,647.5",-7.6%,$566.9,85.1%,"$9,363.3","$9,209.5",-38,"9,283",-,Rami Rahim,Chief Executive Officer &amp; Director,Technology,Network and Other Communications Equipment,"Sunnyvale, Calif.",,-,"9,283","$4,647.5",-7.6%,$566.9,85.1%,"$9,363.3",-,"$4,823.2",-,12.2%,6.1%,11.8%,1.6,100.0%,13.2%,5.6%,-3.0%,5.3%,5.2%,46,12067,Information Technology,10,57.5,0.7,2.5,348389,0.1
293,565,adt,"$4,581.7",6.2%,$-609.2,-277.8%,"$17,208.6","$4,834.7",12,"19,000",-,James D. DeVries,"President, Chief Executive Officer &amp; Director",Business Services,Diversified Outsourcing Services,"Boca Raton, Fla.",,-,"19,000","$4,581.7",6.2%,$-609.2,-277.8%,"$17,208.6",-,"$4,224.8",-,-13.3%,-3.5%,-14.4%,-0.81,-,-,-,-,-,-,423,5614,Industrials,9,60.0,0.89,3.0,204871,0.22
294,566,hasbro,"$4,579.6",-12.1%,$220.4,-44.4%,"$5,263.0","$10,699.1",-54,"5,800",-,Brian D. Goldner,Chairman &amp; Chief Executive Officer,Household Products,"Toys, Sporting Goods","Pawtucket, R.I.",,-,"5,800","$4,579.6",-12.1%,$220.4,-44.4%,"$5,263.0",-,"$1,754.5",-,4.8%,4.2%,12.6%,1.74,-44.2%,-4.3%,-1.4%,-8.3%,10.9%,14.0%,105,9596,Consumer Discretionary,11,56.0,0.82,7.0,303468,0.27
295,574,mattel,"$4,510.9",-7.6%,$-531.0,-,"$5,243.5","$4,490.2",-42,"27,000",-,Ynon Kreiz,Chairman &amp; Chief Executive Officer,Household Products,"Toys, Sporting Goods","El Segundo, Calif.",,-,"27,000","$4,510.9",-7.6%,$-531.0,-,"$5,243.5",-,$669.5,-,-11.8%,-10.1%,-79.3%,-1.54,-,-,-,-35.0%,-23.9%,-1.0%,200,8341,Consumer Discretionary,10,57.5,0.9,8.5,266323,0.3
296,581,moody's,"$4,442.7",5.7%,"$1,309.6",30.9%,"$9,526.2","$34,191.6",3,"13,057",-,Raymond W. McDaniel Jr.,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"New York, N.Y.",,-,"13,057","$4,442.7",5.7%,"$1,309.6",30.9%,"$9,526.2",-,$459.9,-,29.5%,13.7%,284.8%,6.74,30.9%,13.4%,13.7%,-4.1%,13.7%,23.2%,284,19260,Financials,9,63.0,0.89,11.0,245020,0.22
297,582,tiffany,"$4,442.1",6.5%,$586.4,58.4%,"$5,333.0","$12,819.5",7,"14,200",-,Alessandro Bogliolo,Chief Executive Officer &amp; Director,Retailing,,"New York, N.Y.",,-,"14,200","$4,442.1",6.5%,$586.4,58.4%,"$5,333.0",-,"$3,117.4",-,13.2%,11.0%,18.8%,4.75,60.5%,27.5%,10.6%,-21.0%,-0.8%,15.3%,288,10630,Consumer Discretionary,10,66.0,0.6,11.0,244707,0.2
298,583,cfindustriesholdings,"$4,428.9",7.2%,$289.8,-19.0%,"$12,661.3","$9,091.6",10,"3,055",-,W. Anthony Will,"President, Chief Executive Officer &amp; Director",Chemicals,Chemicals,"Deerfield, Ill.",,-,"3,055","$4,428.9",7.2%,$289.8,-19.0%,"$12,661.3",-,"$2,957.8",-,6.5%,2.3%,9.8%,1.24,-19.0%,-24.2%,-6.5%,5.1%,1.6%,18.2%,339,11833,Materials,10,64.5,0.7,6.5,232338,0.1
299,587,vulcanmaterials,"$4,382.9",12.7%,$515.8,-14.2%,"$9,832.1","$15,636.9",27,"8,782",-,J. Thomas Hill,"Chairman, President &amp; Chief Executive Officer",Materials,"Building Materials, Glass","Birmingham, Ala.",,-,"8,782","$4,382.9",12.7%,$515.8,-14.2%,"$9,832.1",-,"$5,202.9",-,11.8%,5.2%,9.9%,3.85,-13.7%,82.5%,-,-22.3%,11.4%,4.7%,383,12863,Materials,13,60.0,0.77,2.0,218373,0.23
300,593,cmegroup,"$4,309.4",18.2%,"$1,962.2",-51.7%,"$77,475.7","$58,893.1",47,"4,590",-,Terrence A. Duffy,Chairman &amp; Chief Executive Officer,Financials,Securities,"Chicago, Ill.",,-,"4,590","$4,309.4",18.2%,"$1,962.2",-51.7%,"$77,475.7",-,"$25,918.5",-,45.5%,2.5%,7.6%,5.71,-52.2%,14.4%,8.9%,33.9%,25.1%,20.9%,460,31908,Financials,24,61.5,0.75,11.0,178519,0.13
301,596,nasdaq,"$4,277.0",7.9%,$458.0,-37.6%,"$15,700.0","$14,472.3",11,"4,099",-,Adena T. Friedman,"President, Chief Executive Officer &amp; Director",Financials,Securities,"New York, N.Y.",,-,"4,099","$4,277.0",7.9%,$458.0,-37.6%,"$15,700.0",-,"$5,449.0",-,10.7%,2.9%,8.4%,2.73,-37.0%,3.9%,5.6%,8.3%,17.5%,14.1%,326,9779,Financials,11,58.0,0.91,7.0,235317,0.18
302,598,leggett&platt,"$4,269.5",8.3%,$305.9,4.5%,"$3,382.0","$5,540.2",10,"22,000",-,Karl G. Glassman,"President, Chief Executive Officer &amp; Director",Household Products,"Home Equipment, Furnishings","Carthage, Mo.",,-,"22,000","$4,269.5",8.3%,$305.9,4.5%,"$3,382.0",-,"$1,157.0",-,7.2%,9.0%,26.4%,2.26,6.1%,11.0%,13.8%,-22.4%,6.2%,13.4%,380,6128,Consumer Discretionary,11,62.0,0.73,10.0,219630,0.18
303,600,martinmariettamaterials,"$4,244.3",7.0%,$470.0,-34.1%,"$9,551.4","$12,559.8",6,"8,714",-,C. Howard Nye,"Chairman, President &amp; Chief Executive Officer",Materials,"Building Materials, Glass","Raleigh, N.C.",,-,"8,714","$4,244.3",7.0%,$470.0,-34.1%,"$9,551.4",-,"$4,946.4",-,11.1%,4.9%,9.5%,7.43,-34.0%,23.3%,5.9%,-21.5%,12.6%,7.4%,372,10395,Materials,10,68.5,0.7,12.5,222132,0.2
304,601,ca,"$4,235.0",4.9%,$476.0,-38.6%,"$13,060.0",-,-4,"11,300",-,Hock E. Tan,"President, Chief Executive Officer &amp; Director",Technology,Computer Software,"New York, N.Y.",,-,"11,300","$4,235.0",4.9%,$476.0,-38.6%,"$13,060.0",-,"$5,895.0",-,11.2%,3.6%,8.1%,1.13,-38.9%,-11.4%,2.0%,-,-,-,44,12157,Information Technology,12,62.0,0.92,7.0,349000,0.17
305,604,ironmountain,"$4,225.8",9.9%,$363.4,97.7%,"$11,852.2","$10,154.5",14,"26,200",-,William L. Meaney,"President, Chief Executive Officer &amp; Director",Business Services,Diversified Outsourcing Services,"Boston, Mass.",,-,"26,200","$4,225.8",9.9%,$363.4,97.7%,"$11,852.2",-,"$1,884.2",-,8.6%,3.1%,19.3%,1.27,84.1%,20.0%,12.2%,-8.1%,9.5%,9.2%,382,6467,Financials,10,59.5,0.8,4.5,218489,0.2
306,613,alexionpharmaceuticals,"$4,131.2",16.3%,$77.6,-82.5%,"$13,931.9","$30,320.9",42,"2,656",-,Ludwig N. Hantson Ph.D.,Chief Executive Officer &amp; Director,Health Care,Pharmaceuticals,"Boston, Mass.",,-,"2,656","$4,131.2",16.3%,$77.6,-82.5%,"$13,931.9",-,"$9,165.3",-,1.9%,0.6%,0.8%,0.35,-82.2%,-22.7%,5.8%,-18.6%,-6.0%,18.3%,34,39803,Health Care,10,62.5,0.8,3.0,364764,0.2
307,618,snap-on,"$4,070.4",1.8%,$679.9,21.9%,"$5,373.1","$8,700.2",-17,"12,600",-,Nicholas T. Pinchuk,"Chairman, President &amp; Chief Executive Officer",Industrials,Industrial Machinery,"Kenosha, Wis.",,-,"12,600","$4,070.4",1.8%,$679.9,21.9%,"$5,373.1",-,"$3,098.8",-,16.7%,12.7%,21.9%,11.87,24.7%,14.9%,11.3%,-14.8%,7.6%,16.4%,303,9633,Industrials,10,62.5,0.9,7.5,240530,0.2
308,619,scana,"$4,052.0",-8.1%,$-528.0,-,"$17,654.0",-,-56,"5,200",-,P. Rodney Blevins,"President, Chief Executive Officer &amp; Director",Energy,,"Cayce, S.C.",,-,"5,200","$4,052.0",-8.1%,$-528.0,-,"$17,654.0",-,"$4,602.0",-,-13.0%,-3.0%,-11.5%,-3.7,-,-,-,24.8%,4.3%,7.5%,452,8463,Utilities,10,59.5,0.9,12.0,185500,0.1
309,622,kla-tencor,"$4,036.7",16.0%,$802.3,-13.4%,"$5,619.4","$19,543.1",44,"6,550",-,Richard P. Wallace,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"Milpitas, Calif.",,-,"6,550","$4,036.7",16.0%,$802.3,-13.4%,"$5,619.4",-,"$1,620.5",-,19.9%,14.3%,49.5%,5.1,-13.3%,9.7%,10.1%,-12.6%,14.6%,21.0%,195,10467,Information Technology,11,66.0,0.91,8.0,267040,0.09
310,625,totalsystemservices,"$4,028.2",-18.3%,$576.7,-1.6%,"$7,468.7","$16,854.9",-97,"13,100",-,M. Troy Woods,"Chairman, President &amp; Chief Executive Officer",Business Services,Financial Data Services,"Columbus, Ga.",,-,"13,100","$4,028.2",-18.3%,$576.7,-1.6%,"$7,468.7",-,"$2,585.9",-,14.3%,7.7%,22.3%,3.14,-0.6%,19.5%,9.5%,3.4%,20.6%,20.8%,418,9650,Information Technology,14,67.5,0.57,22.5,208107,0.07
311,628,microchiptechnology,"$3,980.8",16.2%,$255.4,55.1%,"$8,257.2","$19,658.9",46,"14,234",-,Steve Sanghi,Chairman &amp; Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,"Chandler, Ariz.",,-,"14,234","$3,980.8",16.2%,$255.4,55.1%,"$8,257.2",-,"$3,279.8",-,6.4%,3.1%,7.8%,1.03,45.1%,10.7%,-3.0%,-16.8%,12.6%,17.9%,478,10193,Information Technology,5,64.0,0.8,18.0,155295,0.2
312,629,internationalflavors&fragrances,"$3,977.5",17.0%,$337.3,14.1%,"$12,889.4","$13,733.5",50,"13,209",-,Andreas Fibig,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"New York, N.Y.",,-,"13,209","$3,977.5",17.0%,$337.3,14.1%,"$12,889.4",-,"$6,033.0",-,8.5%,2.6%,5.6%,3.79,1.9%,-2.4%,2.8%,-10.2%,11.4%,18.7%,354,9352,Materials,10,64.0,0.9,4.5,227092,0.3
313,633,urbanoutfitters,"$3,950.6",9.3%,$298.0,175.3%,"$2,160.5","$3,131.2",11,"16,800",-,Richard A. Hayne,Chairman &amp; Chief Executive Officer,Retailing,,"Philadelphia, Pa.",,-,"16,800","$3,950.6",9.3%,$298.0,175.3%,"$2,160.5",-,"$1,489.1",-,7.5%,13.8%,20.0%,2.72,183.3%,7.6%,8.8%,-5.3%,-2.2%,8.3%,304,3544,Consumer Discretionary,8,65.5,0.5,19.5,240400,0.25
314,639,skyworkssolutions,"$3,868.0",5.9%,$918.4,-9.1%,"$4,828.9","$14,269.2",-3,"9,400",-,Liam K. Griffin,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"Woburn, Mass.",,-,"9,400","$3,868.0",5.9%,$918.4,-9.1%,"$4,828.9",-,"$4,097.0",-,23.7%,19.0%,22.4%,5.01,-7.4%,28.1%,22.1%,-28.3%,20.0%,29.1%,215,14732,Information Technology,8,57.0,0.88,12.0,262455,0.13
315,641,southwesternenergy,"$3,862.0",20.6%,$537.0,-48.7%,"$5,797.0","$2,538.8",67,960,-,William J. Way,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Spring, Texas",,-,960,"$3,862.0",20.6%,$537.0,-48.7%,"$5,797.0",-,"$2,362.0",-,13.9%,9.3%,22.7%,0.93,-42.9%,-14.2%,-5.5%,-38.9%,-38.7%,-19.3%,177,4244,Energy,9,62.0,0.78,5.0,273595,0.11
316,644,flowserve,"$3,832.7",4.7%,$119.7,4412.5%,"$4,616.3","$5,912.6",-10,"17,000",-,R. Scott Rowe,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Irving, Texas",,-,"17,000","$3,832.7",4.7%,$119.7,4412.5%,"$4,616.3",-,"$1,642.3",-,3.1%,2.6%,7.3%,0.91,4450.0%,-23.2%,-9.9%,-8.2%,-12.3%,9.7%,393,6067,Industrials,11,59.0,0.91,8.0,216988,0.18
317,650,monsterbeverage,"$3,807.2",13.0%,$993.0,21.0%,"$4,526.9","$29,645.0",33,"2,748",-,,,,,,,,,,,,,,,,,,,,,,,,,,,349,28013,Consumer Staples,10,63.0,0.7,20.0,229969,0.1
318,652,edwardslifesciences,"$3,772.8",9.8%,$722.2,23.7%,"$5,323.7","$39,817.6",21,"12,800",-,Michael A. Mussallem,Chairman &amp; Chief Executive Officer,Health Care,Medical Products and Equipment,"Irvine, Calif.",,-,"12,800","$3,772.8",9.8%,$722.2,23.7%,"$5,323.7",-,"$3,140.4",-,19.1%,13.6%,23.0%,3.38,25.2%,14.5%,20.0%,35.9%,36.0%,27.3%,280,16949,Health Care,8,67.0,0.88,5.5,246297,0.25
319,656,ventas,"$3,745.8",4.8%,$409.5,-69.8%,"$22,584.6","$22,757.7",-5,500,-,Debra A. Cafaro,Chairman &amp; Chief Executive Officer,Financials,Real estate,"Chicago, Ill.",,-,500,"$3,745.8",4.8%,$409.5,-69.8%,"$22,584.6",-,"$10,215.9",-,10.9%,1.8%,4.0%,1.14,-69.8%,-5.8%,-3.5%,3.5%,8.2%,12.3%,325,17887,Financials,10,61.0,0.7,6.0,235500,0.2
320,658,pitneybowes,"$3,733.9",5.2%,$223.7,-14.4%,"$5,972.9","$1,271.7",-2,"13,300",-,Marc B. Lautenbach,"President, Chief Executive Officer &amp; Director",Technology,"Computers, Office Equipment","Stamford, Conn.",,-,"13,300","$3,733.9",5.2%,$223.7,-14.4%,"$5,972.9",-,$239.5,-,6.0%,3.7%,93.4%,1.19,-14.4%,11.2%,-5.1%,-42.4%,-20.1%,-8.1%,425,4169,Industrials,11,63.0,0.91,9.0,203210,0.36
321,660,intuitivesurgical,"$3,724.2",19.0%,"$1,127.9",70.9%,"$7,846.7","$65,822.9",58,"5,527",-,Gary S. Guthart,"President, Chief Executive Officer &amp; Director",Health Care,Medical Products and Equipment,"Sunnyvale, Calif.",,-,"5,527","$3,724.2",19.0%,"$1,127.9",70.9%,"$7,846.7",-,"$6,678.8",-,30.3%,14.4%,16.9%,9.49,67.4%,11.2%,18.7%,31.2%,30.2%,27.5%,94,18555,Health Care,9,64.0,0.78,10.0,308947,0.11
322,662,pinnaclewestcapital,"$3,691.2",3.5%,$511.0,4.6%,"$17,664.2","$10,731.2",-9,"6,259",-,Donald E. Brandt,"Chairman, President &amp; Chief Executive Officer",Energy,,"Phoenix, Ariz.",,-,"6,259","$3,691.2",3.5%,$511.0,4.6%,"$17,664.2",-,"$5,222.9",-,13.8%,2.9%,9.8%,4.54,4.4%,4.4%,6.6%,3.6%,14.0%,15.1%,421,7040,Utilities,10,67.5,0.9,10.5,206986,0.1
323,673,comerica,"$3,595.0",9.3%,"$1,235.0",66.2%,"$70,818.0","$11,578.4",28,"7,812",-,Curtis C. Farmer,"President, Chief Executive Officer &amp; Director",Financials,Commercial Banks,"Dallas, Texas",,-,"7,812","$3,595.0",9.3%,"$1,235.0",66.2%,"$70,818.0",-,"$7,507.0",-,34.4%,1.7%,16.5%,7.2,73.9%,20.4%,18.8%,-19.5%,9.5%,15.1%,470,7670,Financials,9,60.0,0.89,9.0,169500,0.22
324,687,stericycle,"$3,485.9",-2.6%,$-244.7,-677.1%,"$6,455.5","$4,936.1",-38,"22,500",-,Cindy J. Miller,"President, Chief Executive Officer &amp; Director",Business Services,Waste Management,"Lake Forest, Ill.",,-,"22,500","$3,485.9",-2.6%,$-244.7,-677.1%,"$6,455.5",-,"$2,587.4",-,-7.0%,-3.8%,-9.5%,-2.91,-1177.8%,-,-,-46.0%,-20.6%,-3.4%,483,10311,Industrials,10,65.5,0.8,8.0,101783,0.1
325,695,equifax,"$3,412.1",1.5%,$299.8,-49.0%,"$7,153.2","$14,381.8",-9,"10,900",-,Mark W. Begor,Chief Executive Officer &amp; Director,Business Services,Financial Data Services,"Atlanta, Ga.",,-,"10,900","$3,412.1",1.5%,$299.8,-49.0%,"$7,153.2",-,"$3,107.8",-,8.8%,4.2%,9.6%,2.47,-48.9%,-2.8%,1.7%,-20.0%,7.5%,14.8%,367,12625,Industrials,10,63.5,0.9,8.5,223279,0.1
326,699,paychex,"$3,380.9",7.3%,$933.7,14.2%,"$7,463.7","$28,823.3",13,"14,300",-,Martin Mucci,"President, Chief Executive Officer &amp; Director",Business Services,Diversified Outsourcing Services,"Rochester, N.Y.",,-,"14,300","$3,380.9",7.3%,$933.7,14.2%,"$7,463.7",-,"$2,024.5",-,27.6%,12.5%,46.1%,2.58,14.7%,10.6%,5.2%,-1.2%,11.0%,13.6%,381,18596,Information Technology,9,63.0,0.67,10.0,218990,0.11
