,Company,Market Value (M),rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Midwest,Northeast,South,West,Division,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
295,aes,11975.4,-82.0,9000.0,-82.0,,"President, Chief Executive Officer &amp; Director",Energy,,"Arlington, Va.",,19.0,9000.0,10736.0,-22.5,1203.0,,32521.0,,3208.0,,11.2,3.7,37.5,1.81,,64.6,-0.1,39.0,3.4,7.8,7476.0,Utilities,10.0,60.5,0.9,4.0,272500.0,0.2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
296,devonenergy,13832.7,-84.0,2880.0,-84.0,David A. Hager,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Oklahoma City, Okla.",,18.0,2880.0,10734.0,-23.0,3064.0,241.2,19566.0,,9186.0,,28.5,15.7,33.4,6.1,258.8,,,-45.0,-17.2,-9.0,17233.0,Energy,9.0,63.0,0.67,6.0,338001.0,0.22,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
297,pacificlife,,15.0,3776.0,15.0,James T. Morris,"Chairman, President &amp; Chief Executive Officer",Financials,,"Newport Beach, Calif.",,23.0,3776.0,10699.0,12.5,913.0,-33.1,157699.0,,12177.0,,8.5,0.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
298,centerpointenergy,15394.2,9.0,7977.0,9.0,Scott M. Prochazka,"President, Chief Executive Officer &amp; Director",Energy,,"Houston, Texas",,25.0,7977.0,10589.0,10.1,368.0,-79.5,27009.0,,8058.0,,3.5,1.4,4.6,0.74,-82.1,0.5,-5.5,3.6,8.6,13.4,7981.0,Utilities,9.0,62.0,0.78,7.0,222717.0,0.22,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
299,discovery,13632.8,109.0,9000.0,109.0,David M. Zaslav,"President, Chief Executive Officer &amp; Director",Media,Entertainment,"Silver Spring, Md.",,6.0,9000.0,10553.0,53.5,594.0,,32550.0,,8386.0,,5.6,1.8,7.1,0.86,,-10.3,5.8,10.5,-11.4,13.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Maryland,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
300,borgwarner,7974.3,,30000.0,,Frederic B. Lissalde,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Auburn Hills, Mich.",,14.0,30000.0,10529.6,7.5,930.7,111.6,10095.3,,4225.5,,8.8,9.2,22.0,4.44,113.5,10.5,,-30.9,-7.9,13.1,9597.0,Consumer Discretionary,10.0,66.5,0.9,7.5,215493.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michigan,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
301,targaresources,9645.6,32.0,2460.0,32.0,Joe Bob Perkins,Chief Executive Officer &amp; Director,Energy,Pipelines,"Houston, Texas",,11.0,2460.0,10484.0,18.9,1.6,-97.0,16938.2,,6325.1,,0.0,0.0,0.0,-0.53,,,,-20.0,-10.7,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
302,allyfinancial,11025.3,-4.0,8200.0,-4.0,Jeffrey J. Brown,Chief Executive Officer &amp; Director,Financials,Diversified Financials,"Detroit, Mich.",,12.0,8200.0,10466.0,6.1,1263.0,36.0,178869.0,,13268.0,,12.1,0.7,9.5,2.95,44.6,,,-20.7,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
303,suntrustbanks,26262.9,-1.0,22899.0,-1.0,William H. Rogers Jr.,Chairman &amp; Chief Executive Officer,Financials,Commercial Banks,"Atlanta, Ga.",,25.0,22899.0,10431.0,7.1,2775.0,22.1,215543.0,,24177.0,,26.6,1.3,11.5,5.74,28.4,19.0,10.4,-19.7,8.9,7.1,21343.0,Financials,12.0,64.5,0.92,4.5,216500.0,0.17,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
304,iqviaholdings,28280.9,-1.0,58000.0,-1.0,Ari Bousbib,"Chairman, President &amp; Chief Executive Officer",Health Care,,"Durham, N.C.",,6.0,58000.0,10412.0,6.9,259.0,-80.2,22549.0,,6714.0,,2.5,1.1,3.9,1.24,-78.9,-6.9,,18.7,20.2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
305,americanfamilyinsurance,,5.0,11975.0,5.0,Jack C. Salzwedel,Chief Executive Officer &amp; Director,Financials,,"Madison, Wis.",,23.0,11975.0,10336.2,8.3,295.3,89.7,27502.5,,9006.8,,2.9,1.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
306,delekusholdings,2821.7,77.0,3717.0,77.0,Ezra Uzi Yemin,"Chairman, President &amp; Chief Executive Officer",Energy,Petroleum Refining,"Brentwood, Tenn.",,5.0,3717.0,10265.6,39.7,340.1,17.8,5760.6,,1632.6,,3.3,5.9,20.8,3.95,-1.3,15.0,,-5.1,1.6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
307,navistarinternational,3199.8,34.0,13100.0,34.0,Troy A. Clarke,"Chairman, President &amp; Chief Executive Officer",Industrials,Construction and Farm Machinery,"Lisle, Ill.",,63.0,13100.0,10250.0,19.6,340.0,1033.3,7230.0,,-3931.0,,3.3,4.7,,3.41,965.6,,6.5,-39.5,-7.4,2.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
308,chesapeakeenergy,5058.3,5.0,2350.0,5.0,Robert D. Lawler,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Oklahoma City, Okla.",,14.0,2350.0,10231.0,7.7,873.0,-8.0,10947.0,,344.0,,8.5,8.0,253.8,0.85,-5.6,3.1,-2.9,-47.0,-39.1,-17.2,4744.0,Energy,10.0,62.5,0.9,2.5,361541.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
309,unitednaturalfoods,671.8,9.0,10000.0,9.0,Steven L. Spinner,Chairman &amp; Chief Executive Officer,Wholesalers,,"Providence, R.I.",,7.0,10000.0,10226.7,10.3,165.7,27.3,2964.5,,1846.0,,1.6,5.6,9.0,3.26,27.3,8.4,11.2,-78.5,-32.5,-5.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rhode Island,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
310,leidosholdings,9205.1,-19.0,32000.0,-19.0,Roger A. Krone,Chairman &amp; Chief Executive Officer,Technology,Information Technology Services,"Reston, Va.",,19.0,32000.0,10194.0,0.2,581.0,58.7,8770.0,,3308.0,,5.7,6.6,17.6,3.8,59.7,14.4,-0.5,-16.6,11.7,5.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Virginia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
311,pulte,7758.4,29.0,5086.0,29.0,Ryan R. Marshall,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,Homebuilders,"Atlanta, Ga.",,17.0,5086.0,10188.3,18.8,1022.0,128.5,10173.0,,4817.8,,10.0,10.0,21.2,3.55,146.5,-12.0,,-20.8,6.5,10.0,6399.0,Consumer Discretionary,9.0,57.0,0.89,7.0,260000.0,0.22,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
312,eastmanchemical,10531.1,-3.0,14595.0,-3.0,Mark J. Costa,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"Kingsport, Tenn.",,25.0,14595.0,10151.0,6.3,1080.0,-22.0,15995.0,,5803.0,,10.6,6.8,18.6,7.56,-20.2,0.3,12.8,-19.3,0.3,19.5,10724.0,Materials,11.0,62.0,0.91,9.0,244061.0,0.18,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
313,republicservices,25851.5,-18.0,36000.0,-18.0,Donald W. Slager,"President, Chief Executive Officer &amp; Director",Business Services,Waste Management,"Phoenix, Ariz.",,10.0,36000.0,10040.9,-0.0,1036.9,-18.9,21617.0,,7927.1,,10.3,4.8,13.1,3.16,-16.2,14.3,23.9,8.9,19.7,14.3,15188.0,Industrials,10.0,62.0,0.9,6.5,337200.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
314,mohawkindustries,9121.9,,42100.0,,Jeffrey S. Lorberbaum,Chairman &amp; Chief Executive Officer,Household Products,"Home Equipment, Furnishings","Calhoun, Ga.",,20.0,42100.0,9983.6,5.2,861.7,-11.3,13099.1,,7433.8,,8.6,6.6,11.6,11.47,-11.6,18.9,,-57.6,-4.7,10.5,14449.0,Consumer Discretionary,9.0,63.0,0.67,10.0,184685.0,0.11,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Georgia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
315,sonicautomotive,636.7,-18.0,9700.0,-18.0,David Bruton Smith,Chief Executive Officer &amp; Director,Retailing,"Automotive Retailing, Services","Charlotte, N.C.",,20.0,9700.0,9951.6,0.9,51.7,-44.5,3796.8,,823.1,,0.5,1.4,6.3,1.2,-42.6,-4.7,,-24.5,-10.2,14.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
316,owens&minor,258.4,1.0,17900.0,1.0,Edward A. Pesicka,"President, Chief Executive Officer &amp; Director",Health Care,,"Mechanicsville, Va.",,25.0,17900.0,9838.7,5.6,-437.0,-700.3,3773.8,,518.4,,-4.4,-11.6,-84.3,-7.28,-706.7,,,-64.8,-27.1,-10.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
317,xerox,7307.6,-27.0,32400.0,-27.0,John G. Visentin,Chairman &amp; Chief Executive Officer,Technology,"Computers, Office Equipment","Norwalk, Conn.",,57.0,32400.0,9830.0,-4.2,361.0,85.1,14874.0,,5005.0,,3.7,2.4,7.2,1.38,94.4,-17.6,2.9,-29.9,-7.7,1.3,9506.0,Information Technology,9.0,62.0,0.89,8.0,212500.0,0.44,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Connecticut,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
318,bostonscientific,53367.4,9.0,32000.0,9.0,Michael F. Mahoney,"Chairman, President &amp; Chief Executive Officer",Health Care,Medical Products and Equipment,"Marlborough, Mass.",,16.0,32000.0,9823.0,8.6,1671.0,1506.7,20999.0,,8726.0,,17.0,8.0,19.1,1.19,1387.5,,,42.6,24.1,16.4,24567.0,Health Care,12.0,58.0,0.75,3.5,279991.0,0.25,,,,47.0,Michael Mahoney,Health Care,United States,2012.0,1.0,1.0,48.0,591.0,252.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
319,dcpmidstream,4736.6,24.0,2650.0,24.0,Wouter T. van Kempen,"Chairman, President &amp; Chief Executive Officer",Energy,Pipelines,"Denver, Colo.",,2.0,2650.0,9822.0,16.1,298.0,30.1,14266.0,,7268.0,,3.0,2.1,4.1,0.61,41.9,-14.6,-15.4,-21.1,-4.1,20.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
320,autoliv,6413.4,-32.0,62091.0,-32.0,Mikael Bratt,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Auburn Hills, Mich.",,21.0,62091.0,9801.1,-5.6,190.4,-55.4,6721.6,,1883.7,,1.9,2.8,10.1,2.18,-55.2,-15.5,-0.4,-21.2,3.4,18.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michigan,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
321,interpublic,8087.0,37.0,54000.0,37.0,Michael I. Roth,Chairman &amp; Chief Executive Officer,Business Services,"Advertising, marketing","New York, N.Y.",,22.0,54000.0,9714.4,23.2,618.9,6.9,15620.3,,2393.2,,6.4,4.0,25.9,1.59,8.9,21.1,11.8,6.2,6.0,20.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
322,publicserviceenterprise,30002.0,4.0,13145.0,4.0,Ralph Izzo,"Chairman, President &amp; Chief Executive Officer",Energy,,"Newark, N.J.",,25.0,13145.0,9696.0,6.7,1438.0,-8.6,45326.0,,14377.0,,14.8,3.2,10.0,2.83,-8.7,2.9,1.9,4.6,14.3,10.3,20887.0,Utilities,10.0,69.0,0.9,10.5,234529.0,0.2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
323,pvh,9164.1,8.0,29350.0,8.0,Emanuel Chirico,Chairman &amp; Chief Executive Officer,Apparel,Apparel,"New York, N.Y.",,29.0,29350.0,9656.8,8.3,746.4,38.8,11863.7,,5827.8,,7.7,6.3,12.8,9.65,41.1,40.9,18.6,-32.2,-7.2,16.8,7507.0,Consumer Discretionary,10.0,58.0,0.9,8.0,225222.0,0.2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
324,mosaic,10527.2,57.0,13600.0,57.0,,"President, Chief Executive Officer &amp; Director",Chemicals,Chemicals,"Plymouth, Minn.",,14.0,13600.0,9587.3,29.4,470.0,,20119.2,,10397.3,,4.9,2.3,4.5,1.22,,-22.7,-12.6,14.2,-7.0,0.1,11911.0,Materials,12.0,59.5,0.83,5.5,252196.0,0.17,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
325,advanceautoparts,12221.9,-9.0,55500.0,-9.0,Thomas R. Greco,"President, Chief Executive Officer &amp; Director",Retailing,,"Raleigh, N.C.",,17.0,55500.0,9580.6,2.2,423.8,-10.9,9040.6,,3550.8,,4.4,4.7,11.9,5.73,-10.7,1.5,8.6,58.2,7.5,17.0,14528.0,Consumer Discretionary,12.0,57.5,0.58,6.5,222500.0,0.17,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
326,alticeusa,14708.0,,11993.0,,Dexter G. Goei,Chief Executive Officer &amp; Director,Telecommunications,Telecommunications,"Long Island City, N.Y.",,19.0,11993.0,9566.6,2.6,18.8,-98.8,33613.8,,3670.9,,0.2,0.1,0.5,0.03,-98.6,,,-14.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
327,hormelfoods,23976.8,-5.0,20100.0,-5.0,James P. Snee,"Chairman, President &amp; Chief Executive Officer","Food, Beverages &amp; Tobacco",Food Consumer Products,"Austin, Minn.",,65.0,20100.0,9545.7,4.1,1012.1,19.5,8142.3,,5600.8,,10.6,12.4,18.1,1.86,18.5,13.8,13.6,19.6,15.6,20.7,17868.0,Consumer Staples,15.0,58.0,0.8,6.0,241810.0,0.27,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
328,o'reillyautomotive,30438.4,,64325.0,,Gregory D. Johnson,"President, Chief Executive Officer &amp; Director",Retailing,,"Springfield, Mo.",,10.0,64325.0,9536.4,6.2,1324.5,16.8,7980.8,,353.7,,13.9,16.6,374.5,16.1,27.1,21.7,27.0,43.1,21.8,27.3,27270.0,Consumer Discretionary,9.0,68.0,0.56,18.0,176268.0,0.11,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Missouri,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
329,calpine,,6.0,2282.0,6.0,John B. Hill III,"President, Chief Executive Officer &amp; Director",Energy,Energy,"Houston, Texas",,18.0,2282.0,9512.0,8.7,10.0,,16062.0,,2963.0,,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
330,hertzglobalholdings,1457.8,4.0,38000.0,4.0,Kathryn V. Marinello,"President, Chief Executive Officer &amp; Director",Retailing,"Automotive Retailing, Services","Estero, Fla.",,12.0,38000.0,9504.0,8.0,-225.0,-168.8,21382.0,,1061.0,,-2.4,-1.1,-21.2,-2.68,-168.0,,,-38.2,-34.5,-3.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
331,firstdata,24767.2,-78.0,19000.0,-78.0,Frank J. Bisignano,Chairman &amp; Chief Executive Officer,Business Services,Financial Data Services,"New York, N.Y.",,25.0,19000.0,9498.0,-21.2,1005.0,-31.4,38327.0,,4173.0,,10.6,2.6,24.1,1.05,-32.7,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
332,pioneernaturalresources,25639.3,164.0,3177.0,164.0,Scott D. Sheffield,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Irving, Texas",,3.0,3177.0,9415.0,72.6,978.0,17.4,17903.0,,12111.0,,10.4,5.5,8.1,5.7,17.5,,11.9,-23.8,-6.4,23.4,20476.0,Energy,13.0,61.0,0.69,2.0,280937.0,0.23,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
333,coty,8639.5,37.0,20000.0,37.0,Pierre Laubies,Chief Executive Officer &amp; Director,Household Products,Household and Personal Products,"New York, N.Y.",,2.0,20000.0,9398.0,22.8,-168.8,,22630.2,,8849.7,,-1.8,-0.7,-1.9,-0.23,,,,-65.6,-13.7,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
334,agco,5335.4,12.0,21200.0,12.0,Martin H. Richenhagen,"Chairman, President &amp; Chief Executive Officer",Industrials,Construction and Farm Machinery,"Duluth, Ga.",,18.0,21200.0,9352.0,12.6,285.5,53.2,7626.4,,2932.9,,3.1,3.7,9.7,3.58,54.3,-9.8,-1.3,-21.3,-0.3,9.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Georgia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
335,mutualofomahainsurance,,1.0,6314.0,1.0,James T. Blackledge,"Chairman, President &amp; Chief Executive Officer",Financials,,"Omaha, Neb.",,23.0,6314.0,9347.2,7.0,277.3,-67.9,43913.4,,6439.9,,3.0,0.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
336,vistraenergy,12647.8,162.0,5275.0,162.0,Curtis A. Morgan,"President, Chief Executive Officer &amp; Director",Energy,Energy,"Irving, Texas",,3.0,5275.0,9144.0,68.4,-54.0,,26024.0,,7863.0,,-0.6,-0.2,-0.7,-0.11,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
337,avisbudget,2646.2,-5.0,25600.0,-5.0,Larry D. De Shon,"President, Chief Executive Officer &amp; Director",Retailing,"Automotive Retailing, Services","Parsippany, N.J.",,22.0,25600.0,9124.0,3.1,165.0,-54.3,19149.0,,414.0,,1.8,0.9,39.9,2.06,-51.5,68.9,,-48.8,-11.1,41.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,New Jersey,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
338,adobe,130034.0,50.0,21357.0,50.0,Shantanu Narayen,"Chairman, President &amp; Chief Executive Officer",Technology,Computer Software,"San Jose, Calif.",,3.0,21357.0,9030.0,23.7,2590.8,52.9,18768.7,,9362.1,,28.7,13.8,27.7,5.2,53.8,56.2,12.6,29.1,30.5,26.7,44223.0,Information Technology,13.0,58.0,0.69,10.0,321153.0,0.15,Shantanu Narayen,0.98,5.0,6.0,Shantanu Narayen,Information Technology,United States,2007.0,1.0,1.0,43.0,204.0,82.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
339,peterkiewitsons',,-1.0,20000.0,-1.0,Bruce E. Grewcock,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,"Engineering, Construction","Omaha, Neb.",,20.0,20000.0,9025.0,4.0,468.0,26.1,4760.0,,2564.0,,5.2,9.8,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
