,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub
348,campbellsoup,"$8,685.0",10.1%,$261.0,-70.6%,"$14,529.0","$11,481.6",9,"23,000",9,Mark A. Clouse,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Consumer Products,"Camden, N.J.",,65,"23,000","$8,685.0",10.1%,$261.0,-70.6%,"$14,529.0",-,"$1,364.0",-,3.0%,1.8%,19.1%,0.86,-70.2%,-9.8%,-11.9%,-29.1%,-2.7%,4.0%,348.0,15727.0,Consumer Staples,14.0,65.0,0.71,10.0,230000.0,0.29,,,,,,,,,,,,,
349,rockwellcollins,"$8,665.0",27.0%,"$1,032.0",46.4%,"$19,026.0",-,65,"31,200",65,Kelly Ortberg,"Chairman, President &amp; Chief Executive Officer",Aerospace &amp; Defense,Aerospace and Defense,"West Palm Beach, Fla.",,8,"31,200","$8,665.0",27.0%,"$1,032.0",46.4%,"$19,026.0",-,"$7,107.0",-,11.9%,5.4%,14.5%,6.22,29.9%,6.3%,4.1%,-,-,-,264.0,11427.0,Industrials,9.0,65.0,0.89,8.0,250098.0,0.22,,,,,,,,,,,,,
350,thriventfinancialforlutherans,"$8,635.2",1.3%,"$1,233.9",121.0%,"$94,482.9",-,-8,"3,708",-8,Teresa J. Rasmussen,"President, Chief Executive Officer &amp; Director",Financials,,"Minneapolis, Minn.",,25,"3,708","$8,635.2",1.3%,"$1,233.9",121.0%,"$94,482.9",-,"$9,129.6",-,14.3%,1.3%,13.5%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
351,westlakechemical,"$8,635.0",7.4%,$996.0,-23.6%,"$11,602.0","$8,718.3",-,"8,870",-,Albert Yuan Chao,"President, Chief Executive Officer &amp; Director",Chemicals,Chemicals,"Houston, Texas",,2,"8,870","$8,635.0",7.4%,$996.0,-23.6%,"$11,602.0",-,"$5,590.0",-,11.5%,8.6%,17.8%,7.62,-23.8%,10.9%,-,-37.2%,2.8%,25.1%,,,,,,,,,,,,,,,,,,,,,,
352,univar,"$8,632.5",4.6%,$172.3,43.8%,"$5,272.4","$3,760.5",-4,"8,500",-4,David C. Jukes,"President, Chief Executive Officer &amp; Director",Wholesalers,,"Downers Grove, Ill.",,4,"8,500","$8,632.5",4.6%,$172.3,43.8%,"$5,272.4",-,"$1,191.7",-,2.0%,3.3%,14.5%,1.21,42.4%,-,-,-42.7%,-,-,,,,,,,,,,,,,,,,,,,,,,
353,jbhunttransportservices,"$8,614.9",19.8%,$489.6,-28.7%,"$5,091.6","$11,014.2",41,"27,621",41,John N. Roberts III,"President, Chief Executive Officer &amp; Director",Transportation,"Trucking, Truck Leasing","Lowell, Ark.",,7,"27,621","$8,614.9",19.8%,$489.6,-28.7%,"$5,091.6",-,"$2,101.4",-,5.7%,9.6%,23.3%,4.43,-28.3%,9.1%,11.0%,-18.4%,4.8%,14.7%,457.0,8752.0,Industrials,11.0,61.0,0.55,11.0,182500.0,0.18,,,,,,,,,,,,,
354,frontiercommunications,"$8,611.0",-5.7%,$-643.0,-,"$23,659.0",$209.6,-30,"21,173",-30,Daniel J. McCarthy,"President, Chief Executive Officer &amp; Director",Telecommunications,Telecommunications,"Norwalk, Conn.",,6,"21,173","$8,611.0",-5.7%,$-643.0,-,"$23,659.0",-,"$1,600.0",-,-7.5%,-2.7%,-40.2%,-8.37,-,-,-,-64.8%,-44.3%,-26.0%,459.0,6004.0,Telecommunications Services,12.0,61.5,0.83,6.5,180000.0,0.42,,,,,,,,,,,,,
355,jonesfinancial(edwardjones),"$8,594.0",13.1%,$990.0,13.5%,"$15,815.0",-,20,"47,000",20,Penny Pennington,Chief Executive Officer &amp; Director,Financials,Securities,"Des Peres, Mo.",,7,"47,000","$8,594.0",13.1%,$990.0,13.5%,"$15,815.0",-,"$2,855.0",-,11.5%,6.3%,34.7%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
356,nationaloilwellvarco,"$8,453.0",15.7%,$-31.0,-,"$19,796.0","$10,214.7",31,"34,642",31,Clay C. Williams,"Chairman, President &amp; Chief Executive Officer",Energy,"Oil and Gas Equipment, Services","Houston, Texas",,14,"34,642","$8,453.0",15.7%,$-31.0,-,"$19,796.0",-,"$13,819.0",-,-0.4%,-0.2%,-0.2%,-0.08,-,-,-,-28.2%,-17.0%,3.1%,,,,,,,,,,,,,,,,,,,,,,
357,eversourceenergy,"$8,448.2",9.0%,"$1,033.0",4.6%,"$38,241.3","$22,512.6",6,"7,998",6,James J. Judge,"Chairman, President &amp; Chief Executive Officer",Energy,,"Springfield, Mass.",,24,"7,998","$8,448.2",9.0%,"$1,033.0",4.6%,"$38,241.3",-,"$11,486.8",-,12.2%,2.7%,9.0%,3.25,4.5%,5.5%,6.9%,6.4%,12.5%,14.3%,434.0,16156.0,Utilities,12.0,67.5,0.92,3.0,200097.0,0.17,,,,,,,,,,,,,
358,dick'ssportinggoods,"$8,436.6",-1.8%,$319.9,-1.1%,"$4,187.1","$3,544.9",-19,"27,950",-19,Edward W. Stack,Chairman &amp; Chief Executive Officer,Retailing,,"Coraopolis, Pa.",,10,"27,950","$8,436.6",-1.8%,$319.9,-1.1%,"$4,187.1",-,"$1,904.2",-,3.8%,7.6%,16.8%,3.24,7.6%,3.8%,-,11.5%,-10.3%,10.0%,,,,,,,,,,,,,,,,,,,,,,
359,genworthfinancial,"$8,430.0",1.6%,$119.0,-85.4%,"$100,923.0","$1,918.5",-12,"3,500",-12,Thomas J. McInerney,"President, Chief Executive Officer &amp; Director",Financials,,"Richmond, Va.",,14,"3,500","$8,430.0",1.6%,$119.0,-85.4%,"$100,923.0",-,"$12,450.0",-,1.4%,0.1%,1.0%,0.24,-85.3%,-26.5%,-,49.8%,-21.4%,5.1%,251.0,2327.0,Financials,10.0,67.5,0.9,5.5,255000.0,0.3,,,,,,,,,,,,,
360,fidelitynationalinformationservices,"$8,423.0",-7.7%,$846.0,-35.9%,"$23,770.0","$36,546.5",-35,"47,000",-35,Gary A. Norcross,"Chairman, President &amp; Chief Executive Officer",Business Services,Financial Data Services,"Jacksonville, Fla.",,10,"47,000","$8,423.0",-7.7%,$846.0,-35.9%,"$23,770.0",-,"$10,215.0",-,10.0%,3.6%,8.3%,2.55,-35.1%,8.7%,8.7%,10.4%,15.5%,21.9%,12.0,20533.0,Information Technology,11.0,66.0,0.45,6.0,453414.0,0.09,,,,,,,,,,,,,
361,yumchinaholdings,"$8,415.0",17.8%,$708.0,75.7%,"$4,610.0","$17,019.2",35,"450,000",35,Joey Wat,Chief Executive Officer &amp; Director,"Hotels, Restaurants &amp; Leisure",Food Services,"Plano, Texas",,3,"450,000","$8,415.0",17.8%,$708.0,75.7%,"$4,610.0",-,"$2,873.0",-,8.4%,15.4%,24.6%,1.79,77.2%,-,-,-15.3%,-,-,,,,,,,,,,,,,,,,,,,,,,
362,rydersystem,"$8,409.2",14.7%,$273.3,-65.4%,"$13,051.1","$3,302.5",24,"39,600",24,Robert E. Sanchez,"Chairman, President &amp; Chief Executive Officer",Transportation,"Trucking, Truck Leasing","Miami, Fla.",,25,"39,600","$8,409.2",14.7%,$273.3,-65.4%,"$13,051.1",-,"$2,910.3",-,3.3%,2.1%,9.4%,5.17,-65.2%,2.7%,3.9%,-40.9%,-6.0%,4.7%,295.0,3834.0,Industrials,11.0,61.0,0.91,8.0,243019.0,0.27,,,,,,,,,,,,,
363,anixterinternational,"$8,400.2",6.0%,$156.3,43.4%,"$4,653.1","$1,878.7",-7,"9,300",-7,William A. Galvin,"President, Chief Executive Officer &amp; Director",Wholesalers,,"Glenview, Ill.",,17,"9,300","$8,400.2",6.0%,$156.3,43.4%,"$4,653.1",-,"$1,570.4",-,1.9%,3.4%,10.0%,4.58,42.7%,-5.4%,-1.0%,-28.5%,-8.6%,8.1%,,,,,,,,,,,,,,,,,,,,,,
364,caesarsentertainment,"$8,391.0",72.9%,$303.0,-,"$25,775.0","$5,823.5",171,"66,000",-,Anthony P. Rodio,Chief Executive Officer &amp; Director,"Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Las Vegas, Nev.",,16,"66,000","$8,391.0",72.9%,$303.0,-,"$25,775.0",-,"$3,250.0",-,3.6%,1.2%,9.3%,0.41,-,-,-,-46.3%,-20.6%,-,,,,,,,,,,,,,,,,,,,,,,
365,masco,"$8,359.0",9.4%,$734.0,37.7%,"$5,393.0","$11,568.7",7,"26,000",7,Keith J. Allman,"President, Chief Executive Officer &amp; Director",Household Products,"Home Equipment, Furnishings","Livonia, Mich.",,44,"26,000","$8,359.0",9.4%,$734.0,37.7%,"$5,393.0",-,$-111.0,-,8.8%,13.6%,-,2.37,42.8%,25.5%,-,-32.7%,9.2%,13.8%,299.0,9757.0,Industrials,11.0,61.0,0.82,3.0,241368.0,0.18,,,,,,,,,,,,,
366,thorindustries,"$8,328.9",14.9%,$430.2,14.9%,"$2,778.7","$3,434.3",25,"17,500",25,Robert W. Martin,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Elkhart, Ind.",,2,"17,500","$8,328.9",14.9%,$430.2,14.9%,"$2,778.7",-,"$1,937.7",-,5.2%,15.5%,22.2%,8.14,14.8%,23.1%,17.2%,-65.0%,0.5%,17.5%,,,,,,,,,,,,,,,,,,,,,,
367,alaskaairgroup,"$8,264.0",4.2%,$437.0,-57.7%,"$10,912.0","$6,937.1",-13,"23,376",-13,Bradley D. Tilden,"Chairman, President &amp; Chief Executive Officer",Transportation,Airlines,"Seattle, Wash.",,6,"23,376","$8,264.0",4.2%,$437.0,-57.7%,"$10,912.0",-,"$3,751.0",-,5.3%,4.0%,11.7%,3.52,-57.8%,-0.3%,-,-15.6%,12.2%,24.6%,,,,,,,,,,,,,,,,,,,,,,
368,amphenol,"$8,202.0",17.0%,"$1,205.0",85.2%,"$10,044.9","$28,151.4",34,"73,600",34,R. Adam Norwitt,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Wallingford, Conn.",,5,"73,600","$8,202.0",17.0%,"$1,205.0",85.2%,"$10,044.9",-,"$4,017.0",-,14.7%,12.0%,30.0%,3.85,86.9%,14.5%,12.6%,-6.8%,13.8%,21.8%,431.0,16761.0,Information Technology,10.0,70.5,0.6,10.0,201026.0,0.1,,,,,,,,,,,,,
369,wescointernational,"$8,176.6",6.5%,$227.3,39.1%,"$4,605.0","$2,395.8",-,"9,100",-,John J. Engel,"Chairman, President &amp; Chief Executive Officer",Wholesalers,,"Pittsburgh, Pa.",,21,"9,100","$8,176.6",6.5%,$227.3,39.1%,"$4,605.0",-,"$2,135.3",-,2.8%,4.9%,10.6%,4.82,42.6%,-1.7%,-0.2%,-29.6%,-12.0%,9.6%,,,,,,,,,,,,,,,,,,,,,,
370,huntingtoningallsindustries,"$8,176.0",9.9%,$836.0,74.5%,"$6,383.0","$8,631.3",10,"40,000",10,C. Michael Petters,"President, Chief Executive Officer &amp; Director",Aerospace &amp; Defense,Aerospace and Defense,"Newport News, Va.",,7,"40,000","$8,176.0",9.9%,$836.0,74.5%,"$6,383.0",-,"$1,516.0",-,10.2%,13.1%,55.1%,19.09,82.5%,29.8%,-,-18.2%,17.6%,-,,,,,,,,,,,,,,,,,,,,,,
371,jefferiesfinancialgroup,"$8,151.8",-34.3%,"$1,026.8",497.9%,"$47,131.1","$5,686.9",-131,"4,700",-131,Richard B. Handler,Chief Executive Officer &amp; Director,Financials,Diversified Financials,"New York, N.Y.",,7,"4,700","$8,151.8",-34.3%,"$1,026.8",497.9%,"$47,131.1",-,"$10,060.9",-,12.6%,2.2%,10.2%,2.9,544.4%,22.3%,-,-33.1%,-8.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,
372,dana,"$8,143.0",13.0%,$427.0,284.7%,"$5,918.0","$2,545.0",20,"30,900",20,James K. Kamsickas,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Maumee, Ohio",,65,"30,900","$8,143.0",13.0%,$427.0,284.7%,"$5,918.0",-,"$1,345.0",-,5.2%,7.2%,31.7%,2.91,309.9%,-,-,-56.5%,-5.7%,35.1%,,,,,,,,,,,,,,,,,,,,,,
373,expeditorsintlofwashington,"$8,138.4",17.6%,$618.2,26.3%,"$3,314.6","$13,043.9",34,"17,400",34,Jeffrey S. Musser,"President, Chief Executive Officer &amp; Director",Transportation,Transportation and Logistics,"Seattle, Wash.",,12,"17,400","$8,138.4",17.6%,$618.2,26.3%,"$3,314.6",-,"$1,986.8",-,7.6%,18.7%,31.1%,3.48,29.4%,15.7%,9.8%,6.6%,10.6%,8.8%,,,,,,,,,,,,,,,,,,,,,,
374,emcorgroup,"$8,130.6",5.8%,$283.5,24.8%,"$4,088.8","$4,092.3",-7,"33,000",-7,Anthony J. Guzzi,"Chairman, President &amp; Chief Executive Officer",Engineering &amp; Construction,"Engineering, Construction","Norwalk, Conn.",,19,"33,000","$8,130.6",5.8%,$283.5,24.8%,"$4,088.8",-,"$1,740.5",-,3.5%,6.9%,16.3%,4.85,27.0%,21.7%,6.0%,-26.7%,7.7%,10.9%,,,,,,,,,,,,,,,,,,,,,,
375,dardenrestaurants,"$8,080.1",12.7%,$596.0,24.4%,"$5,469.6","$15,002.6",20,"180,656",20,Eugene I. Lee Jr.,"President, Chief Executive Officer &amp; Director","Hotels, Restaurants &amp; Leisure",Food Services,"Orlando, Fla.",,23,"180,656","$8,080.1",12.7%,$596.0,24.4%,"$5,469.6",-,"$2,194.8",-,7.4%,10.9%,27.2%,4.73,24.5%,8.6%,6.2%,6.9%,19.6%,18.7%,426.0,7930.0,Consumer Discretionary,12.0,55.5,0.75,1.0,202855.0,0.17,,,,,,,,,,,,,
376,spartannash,"$8,064.6",-0.8%,$33.6,-,"$1,971.9",$570.6,-26,"11,400",-26,Dennis Eidson,Interim Chief Executive Officer,Wholesalers,,"Byron Center, Mich.",,9,"11,400","$8,064.6",-0.8%,$33.6,-,"$1,971.9",-,$715.9,-,0.4%,1.7%,4.7%,0.93,-,-5.7%,-5.2%,-33.2%,-4.4%,-1.0%,,,,,,,,,,,,,,,,,,,,,,
377,assurant,"$8,057.6",25.6%,$251.0,-51.7%,"$41,089.3","$5,854.3",62,"14,250",62,Alan B. Colberg,"President, Chief Executive Officer &amp; Director",Financials,,"New York, N.Y.",,15,"14,250","$8,057.6",25.6%,$251.0,-51.7%,"$41,089.3",-,"$5,112.0",-,3.1%,0.6%,4.9%,3.98,-57.6%,-8.8%,0.5%,-9.2%,8.4%,13.9%,391.0,5447.0,Financials,10.0,63.0,0.9,5.0,217411.0,0.2,,,,,,,,,,,,,
378,unitedrentals,"$8,047.0",21.2%,"$1,096.0",-18.6%,"$18,133.0","$9,002.2",45,"18,500",45,Matthew J. Flannery,Chief Executive Officer &amp; Director,Business Services,Equipment Leasing,"Stamford, Conn.",,6,"18,500","$8,047.0",21.2%,"$1,096.0",-18.6%,"$18,133.0",-,"$3,403.0",-,13.6%,6.0%,32.2%,13.12,-16.6%,29.2%,-,-40.4%,5.6%,27.4%,332.0,6949.0,Industrials,11.0,62.0,0.82,9.0,234090.0,0.18,,,,,,,,,,,,,
379,libertymedia,"$8,040.0",5.9%,$531.0,-60.8%,"$40,828.0","$12,349.5",-3,"4,641",-3,Gregory B. Maffei,"President, Chief Executive Officer &amp; Director",Media,Entertainment,"Englewood, Colo.",,3,"4,641","$8,040.0",5.9%,$531.0,-60.8%,"$40,828.0",-,"$16,595.0",-,6.6%,1.3%,3.2%,-,-,-,-,-7.2%,-,-,,,,,,,,,,,,,,,,,,,,,,
380,erieinsurancegroup,"$8,030.7",6.6%,$686.3,-20.0%,"$21,178.2",-,-3,"5,547",-3,Timothy G. NeCastro,"President, Chief Executive Officer &amp; Director",Financials,,"Erie, Pa.",,16,"5,547","$8,030.7",6.6%,$686.3,-20.0%,"$21,178.2",-,"$9,576.3",-,8.5%,3.2%,7.2%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
381,auto-ownersinsurance,"$7,999.3",5.2%,$754.5,16.8%,"$24,476.4",-,-7,"5,517",-7,Jeffrey S. Tagsold,Chairman &amp; Chief Executive Officer,Financials,,"Lansing, Mich.",,17,"5,517","$7,999.3",5.2%,$754.5,16.8%,"$24,476.4",-,"$11,342.8",-,9.4%,3.1%,6.7%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
382,cheniereenergy,"$7,987.0",42.6%,$471.0,-,"$31,987.0","$17,596.9",106,"1,372",106,Jack A. Fusco,"President, Chief Executive Officer &amp; Director",Energy,Energy,"Houston, Texas",,2,"1,372","$7,987.0",42.6%,$471.0,-,"$31,987.0",-,$-526.0,-,5.9%,1.5%,-,1.9,-,-,-,9.9%,6.5%,35.4%,,,,,,,,,,,,,,,,,,,,,,
383,fifththirdbancorp,"$7,973.0",3.4%,"$2,193.0",-0.0%,"$146,069.0","$19,447.4",-18,"17,437",-18,Greg D. Carmichael,"Chairman, President &amp; Chief Executive Officer",Financials,Commercial Banks,"Cincinnati, Ohio",,20,"17,437","$7,973.0",3.4%,"$2,193.0",-0.0%,"$146,069.0",-,"$16,250.0",-,27.5%,1.5%,13.5%,3.06,8.1%,8.7%,-,-20.7%,4.9%,13.3%,347.0,15000.0,Financials,14.0,61.0,0.79,6.0,230096.0,0.21,,,,,,,,,,,,,
384,footlocker,"$7,939.0",2.0%,$541.0,90.5%,"$3,820.0","$6,841.1",-22,"32,401",-22,Richard A. Johnson,"Chairman, President &amp; Chief Executive Officer",Retailing,,"New York, N.Y.",,25,"32,401","$7,939.0",2.0%,$541.0,90.5%,"$3,820.0",-,"$2,506.0",-,6.8%,14.2%,21.6%,4.66,109.9%,10.3%,-,16.8%,7.3%,25.4%,,,,,,,,,,,,,,,,,,,,,,
385,conagrabrands,"$7,938.3",-14.0%,$808.4,26.5%,"$10,389.5","$13,471.7",-65,"12,400",-65,Sean M. Connolly,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Consumer Products,"Chicago, Ill.",,52,"12,400","$7,938.3",-14.0%,$808.4,26.5%,"$10,389.5",-,"$3,676.2",-,10.2%,7.8%,22.0%,1.98,35.6%,1.4%,0.4%,-41.9%,-1.2%,8.7%,,,,,,,,,,,,,,,,,,,,,,
386,zimmerbiometholdings,"$7,932.9",1.4%,$-379.2,-120.9%,"$24,126.8","$26,124.8",-26,"19,800",-26,Bryan C. Hanson,"President, Chief Executive Officer &amp; Director",Health Care,Medical Products and Equipment,"Warsaw, Ind.",,4,"19,800","$7,932.9",1.4%,$-379.2,-120.9%,"$24,126.8",-,"$11,271.3",-,-4.8%,-1.6%,-3.4%,-1.86,-120.9%,-,-,-13.4%,3.0%,10.5%,181.0,21309.0,Health Care,12.0,59.0,0.92,4.5,273018.0,0.17,,,,,,,,,,,,,
387,tractorsupply,"$7,911.0",9.0%,$532.4,26.0%,"$3,085.3","$11,839.7",3,"22,000",3,Gregory A. Sandfort,Chief Executive Officer &amp; Director,Retailing,,"Brentwood, Tenn.",,6,"22,000","$7,911.0",9.0%,$532.4,26.0%,"$3,085.3",-,"$1,561.8",-,6.7%,17.3%,34.1%,4.31,30.6%,13.2%,22.9%,13.3%,2.7%,26.0%,469.0,12548.0,Consumer Discretionary,9.0,63.0,0.89,8.0,169973.0,0.22,,,,,,,,,,,,,
388,berryglobalgroup,"$7,869.0",10.9%,$496.0,45.9%,"$9,131.0","$7,024.9",10,"24,000",10,Thomas E. Salmon,Chairman &amp; Chief Executive Officer,Materials,"Packaging, Containers","Evansville, Ind.",,3,"24,000","$7,869.0",10.9%,$496.0,45.9%,"$9,131.0",-,"$1,431.0",-,6.3%,5.4%,34.7%,3.67,43.4%,50.2%,-,-19.0%,14.8%,-,,,,,,,,,,,,,,,,,,,,,,
389,alliancedatasystems,"$7,791.2",0.9%,$963.1,22.1%,"$30,387.7","$9,273.5",-25,"20,000",-25,Melisa A. Miller,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"Plano, Texas",,5,"20,000","$7,791.2",0.9%,$963.1,22.1%,"$30,387.7",-,"$2,332.1",-,12.4%,3.2%,41.3%,17.49,24.0%,18.7%,19.5%,-40.1%,-10.2%,12.7%,244.0,18264.0,Information Technology,8.0,67.5,0.88,12.5,256175.0,0.13,,,,,,,,,,,,,
390,hershey,"$7,791.1",3.7%,"$1,177.6",50.4%,"$7,703.0","$23,944.3",-12,"15,675",-12,Michele G. Buck,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Consumer Products,"Hershey, Pa.",,65,"15,675","$7,791.1",3.7%,"$1,177.6",50.4%,"$7,703.0",-,"$1,398.7",-,15.1%,15.3%,84.2%,5.58,52.5%,9.1%,15.2%,-3.0%,4.4%,14.7%,286.0,19227.0,Consumer Staples,11.0,62.0,0.91,5.0,245000.0,0.18,,,,,,,,,,,,,
391,ppl,"$7,785.0",4.5%,"$1,827.0",62.0%,"$43,396.0","$22,882.5",-12,"12,444",-12,William H. Spence,"Chairman, President &amp; Chief Executive Officer",Energy,,"Allentown, Pa.",,25,"12,444","$7,785.0",4.5%,"$1,827.0",62.0%,"$43,396.0",-,"$11,657.0",-,23.5%,4.2%,15.7%,2.58,57.3%,7.9%,0.4%,-3.3%,5.1%,4.8%,484.0,23109.0,Utilities,9.0,59.0,0.89,4.0,98500.0,0.11,,,,,,,,,,,,,
392,deanfoods,"$7,755.3",-0.5%,$-326.9,-630.8%,"$2,118.5",$277.9,-31,"15,000",-31,Ralph P. Scozzafava,Chief Executive Officer &amp; Director,"Food, Beverages &amp; Tobacco",Food Consumer Products,"Dallas, Texas",,21,"15,000","$7,755.3",-0.5%,$-326.9,-630.8%,"$2,118.5",-,$303.0,-,-4.2%,-15.4%,-107.9%,-3.58,-634.3%,-,-,-65.8%,-24.3%,-13.0%,,,,,,,,,,,,,,,,,,,,,,
393,buildersfirstsource,"$7,724.8",9.8%,$205.2,429.1%,"$2,932.3","$1,538.9",6,"15,000",6,M. Chad Crow,"President, Chief Executive Officer &amp; Director",Materials,"Building Materials, Glass","Dallas, Texas",,3,"15,000","$7,724.8",9.8%,$205.2,429.1%,"$2,932.3",-,$596.3,-,2.7%,7.0%,34.4%,1.76,417.6%,-,-,-49.9%,8.9%,21.7%,,,,,,,,,,,,,,,,,,,,,,
394,oshkosh,"$7,705.5",12.8%,$471.9,65.2%,"$5,294.2","$5,262.6",19,"15,000",19,Wilson R. Jones,"President, Chief Executive Officer &amp; Director",Industrials,Construction and Farm Machinery,"Oshkosh, Wis.",,14,"15,000","$7,705.5",12.8%,$471.9,65.2%,"$5,294.2",-,"$2,513.5",-,6.1%,8.9%,18.8%,6.29,66.8%,12.1%,19.5%,-31.6%,5.4%,22.3%,,,,,,,,,,,,,,,,,,,,,,
395,enlinkmidstream,"$7,699.0",34.1%,$-13.2,-106.2%,"$10,694.1","$6,219.2",-,"1,449",-,Barry E. Davis,Chief Executive Officer,Energy,Pipelines,"Dallas, Texas",,2,"1,449","$7,699.0",34.1%,$-13.2,-106.2%,"$10,694.1",-,"$1,728.9",-,-0.2%,-0.1%,-0.8%,-0.07,-106.0%,-,-,-42.2%,-19.3%,13.7%,,,,,,,,,,,,,,,,,,,,,,
396,wrberkley,"$7,691.7",0.1%,$640.7,16.7%,"$24,896.0","$10,337.0",-28,"7,448",-28,W. Robert Berkley Jr.,"President, Chief Executive Officer &amp; Director",Financials,,"Greenwich, Conn.",,16,"7,448","$7,691.7",0.1%,$640.7,16.7%,"$24,896.0",-,"$5,437.9",-,8.3%,2.6%,11.8%,3.33,17.4%,7.1%,11.9%,6.0%,13.8%,11.2%,,,,,,,,,,,,,,,,,,,,,,
397,wecenergygroup,"$7,679.5",0.4%,"$1,059.3",-12.0%,"$33,475.8","$24,945.8",-26,"7,878",-26,J. Kevin Fletcher,Chairman &amp; Chief Executive Officer,Energy,,"Milwaukee, Wis.",,10,"7,878","$7,679.5",0.4%,"$1,059.3",-12.0%,"$33,475.8",-,"$9,788.9",-,13.8%,3.2%,10.8%,3.34,-11.9%,5.9%,8.2%,7.8%,14.7%,16.5%,446.0,16276.0,Utilities,12.0,66.5,0.92,11.0,191959.0,0.25,,,,,,,,,,,,,
398,jetblueairways,"$7,658.0",9.2%,$188.0,-83.6%,"$10,426.0","$5,014.9",3,"18,268",3,Robin Hayes,Chief Executive Officer &amp; Director,Transportation,Airlines,"Long Island City, N.Y.",,7,"18,268","$7,658.0",9.2%,$188.0,-83.6%,"$10,426.0",-,"$4,611.0",-,2.5%,1.8%,4.1%,0.6,-82.7%,2.9%,-,-28.1%,13.5%,8.5%,,,,,,,,,,,,,,,,,,,,,,
399,ugi,"$7,651.2",25.0%,$718.7,64.6%,"$11,980.9","$9,634.4",57,"13,000",57,John L. Walsh,"President, Chief Executive Officer &amp; Director",Energy,Energy,"King of Prussia, Pa.",,15,"13,000","$7,651.2",25.0%,$718.7,64.6%,"$11,980.9",-,"$3,681.4",-,9.4%,6.0%,19.5%,4.06,65.0%,20.4%,11.8%,16.0%,16.7%,15.8%,,,,,,,,,,,,,,,,,,,,,,
400,a-markpreciousmetals,"$7,606.2",8.8%,$-3.4,-147.9%,$743.0,$83.7,3,184,3,Gregory N. Roberts,Chief Executive Officer &amp; Director,Materials,Miscellaneous,"El Segundo, Calif.",,5,184,"$7,606.2",8.8%,$-3.4,-147.9%,$743.0,-,$65.7,-,-0.0%,-0.5%,-5.2%,-0.48,-148.0%,-,-,-18.9%,-,-,,,,,,,,,,,,,,,,,,,,,,
401,fidelitynationalfinancial,"$7,594.0",-22.3%,$628.0,-18.5%,"$9,301.0","$10,063.4",-100,"23,436",-100,Raymond R. Quirk,Chief Executive Officer &amp; Director,Financials,,"Jacksonville, Fla.",,12,"23,436","$7,594.0",-22.3%,$628.0,-18.5%,"$9,301.0",-,"$4,630.0",-,8.3%,6.8%,13.6%,2.26,-,-,-,-17.2%,-,-,,,,,,,,,,,,,,,,,,,,,,
402,constellationbrands,"$7,585.0",3.5%,"$2,318.9",51.1%,"$20,538.7","$33,209.6",-17,"9,600",-17,William A. Newlands,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Beverages,"Victor, N.Y.",,7,"9,600","$7,585.0",3.5%,"$2,318.9",51.1%,"$20,538.7",-,"$8,046.1",-,30.6%,11.3%,28.8%,-,-,-,-,-28.7%,18.9%,26.7%,397.0,26498.0,Consumer Staples,10.0,57.5,0.8,5.0,215654.0,0.1,,,,,,,,,,,,,
